count,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
392,"K.L., Phillips, Katrina L.; G.D., Jackson, George D.; P.D., Nichols, Peter D.","Phillips, Katrina L. (7201518153); Jackson, George D. (7402321250); Nichols, Peter D. (7102273232)",7201518153; 7402321250; 7102273232,Temporal variations in the diet of the squid Moroteuthis ingens at Macquarie Island: Stomach contents and fatty acid analyses,2003,Marine Ecology Progress Series,256,,,135,149,0,15,10.3354/meps256135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042071342&doi=10.3354%2Fmeps256135&partnerID=40&md5=8b15de64201aebecc49e90f7cb147afa,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0042071342
393,"U., Markaida, Unai; O., Sosa-Nishizaki, Oscar","Markaida, Unai (55898480600); Sosa-Nishizaki, Oscar (6602762784)",55898480600; 6602762784,"Food and feeding habits of jumbo squid Dosidicus gigas (Cephalopoda: Ommastrephidae) from the Gulf of California, Mexico",2003,Journal of the Marine Biological Association of the United Kingdom,83,3,,507,522,0,148,10.1017/S0025315403007434h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038738169&doi=10.1017%2FS0025315403007434h&partnerID=40&md5=9877b5ebb5018543107caac2695465b9,Article,Final,,Scopus,2-s2.0-0038738169
394,"K.L., Phillips, Katrina L.; P.D., Nichols, Peter D.; G.D., Jackson, George D.","Phillips, Katrina L. (7201518153); Nichols, Peter D. (7102273232); Jackson, George D. (7402321250)",7201518153; 7102273232; 7402321250,"Dietary variation of the squid Moroteuthis ingens at four sites in the Southern Ocean: Stomach contents, lipid and fatty acid profiles",2003,Journal of the Marine Biological Association of the United Kingdom,83,3,,523,534,0,44,10.1017/S0025315403007446h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037737994&doi=10.1017%2FS0025315403007446h&partnerID=40&md5=acaf120046a6f73ffe8667dca094ff6c,Article,Final,,Scopus,2-s2.0-0037737994
395,"M., Wang, Mingchih; W.A., Walker, William A.; K., Shao, Kwang-Tsao; L., Chou, Lien-Siang","Wang, Mingchih (7407799800); Walker, William A. (7402797922); Shao, Kwang-Tsao (7006292929); Chou, Lien-Siang (7102668522)",7407799800; 7402797922; 7006292929; 7102668522,"Feeding habits of the pantropical spotted dolphin, Stenella attenuata, off the eastern coast of Taiwan",2003,Zoological Studies,42,2,,368,378,0,32,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041704751&partnerID=40&md5=e88023894026bfc1a3e69d120e9510cd,Article,Final,,Scopus,2-s2.0-0041704751
396,"Y., Chérel, Yves; G., Duhamel, Guy","Chérel, Yves (7006288139); Duhamel, Guy (7102858141)",7006288139; 7102858141,Diet of the squid Moroteuthis ingens (Teuthoidea: Onychoteuthidae) in the upper slope waters of the Kerguelen Islands,2003,Marine Ecology Progress Series,250,,,197,203,0,32,10.3354/meps250197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038477082&doi=10.3354%2Fmeps250197&partnerID=40&md5=64385af8d240c19dea42080f558424eb,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0038477082
397,"C.A., Surman, Christopher Andrew; R.D., Wooller, Ron D.","Surman, Christopher Andrew (6602426639); Wooller, Ron D. (7004684590)",6602426639; 7004684590,Comparative foraging ecology of five sympatric terns at a sub-tropical island in the eastern Indian Ocean,2003,Journal of Zoology,259,3,,219,230,0,68,10.1017/S0952836902003047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037338258&doi=10.1017%2FS0952836902003047&partnerID=40&md5=d7661419df0110467835ca0cadf452dd,Article,Final,,Scopus,2-s2.0-0037338258
398,"H., Ohizumi, Hiroshi; T., Kuramochi, Toshiaki; T., Kubodera, Tsunemi; M., Yoshioka, Motoi; N., Miyazaki, Nobuyuki","Ohizumi, Hiroshi (7003342602); Kuramochi, Toshiaki (7005728534); Kubodera, Tsunemi (56217047400); Yoshioka, Motoi (7402480502); Miyazaki, Nobuyuki (7101739563)",7003342602; 7005728534; 56217047400; 7402480502; 7101739563,Feeding habits of Dall's porpoises (Phocoenoides dalli) in the subarctic North Pacific and the Bering Sea basin and the impact of predation on mesopelagic micronekton,2003,Deep-Sea Research Part I: Oceanographic Research Papers,50,5,,593,610,0,46,10.1016/S0967-0637(03)00033-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242276273&doi=10.1016%2FS0967-0637%2803%2900033-5&partnerID=40&md5=c64806ca247db408d68efb0ccb740c8a,Article,Final,,Scopus,2-s2.0-0242276273
399,"R.J., Casaux, Ricardo Jorge; A.V., Baroni, Andrea V.; A., Ramón, Analía","Casaux, Ricardo Jorge (7004072018); Baroni, Andrea V. (7006224731); Ramón, Analía (7004189220)",7004072018; 7006224731; 7004189220,"Diet of Antarctic fur seals Arctocephalus gazella at the Danco Coast, Antarctic Peninsula",2003,Polar Biology,26,1,,49,54,0,29,10.1007/s00300-002-0442-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038715799&doi=10.1007%2Fs00300-002-0442-3&partnerID=40&md5=0adbff3e5ee4ac501f750fc6e4689e57,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0038715799
400,"M.A., Thil, Marie Anne; B.K., Speake, Brian K.; R., Groscolas, Renè","Thil, Marie Anne (7801559570); Speake, Brian K. (7006869426); Groscolas, Renè (7004428152)",7801559570; 7006869426; 7004428152,Changes in tissue fatty acid composition during the first month of growth of the king penguin chick,2003,"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",173,3,,199,206,0,15,10.1007/s00360-002-0320-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037532735&doi=10.1007%2Fs00360-002-0320-x&partnerID=40&md5=8198c14d9d891a6280f58576a52a7f6c,Article,Final,,Scopus,2-s2.0-0037532735
401,"M.L.L., Dolar, Ma Louella L.; W.A., Walker, William A.; G.L., Kooyman, Gerald L.; W.F., Perrin, William F.","Dolar, Ma Louella L. (6701439044); Walker, William A. (7402797922); Kooyman, Gerald L. (7004336845); Perrin, William F. (6701507297)",6701439044; 7402797922; 7004336845; 6701507297,Comparative feeding ecology of spinner dolphins (Stenella longirostris) and Fraser's dolphins (Lagenodelphis hosei) in the Sulu Sea,2003,Marine Mammal Science,19,1,,1,19,0,76,10.1111/j.1748-7692.2003.tb01089.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037234091&doi=10.1111%2Fj.1748-7692.2003.tb01089.x&partnerID=40&md5=ef20a0adfc2eab36582caa07454d960c,Article,Final,,Scopus,2-s2.0-0037234091
402,"M.A., Lea, Mary Anne; Y., Chérel, Yves; C.R., Guinet, Christophe R.; P.D., Nichols, Peter D.","Lea, Mary Anne (7103051522); Chérel, Yves (7006288139); Guinet, Christophe R. (7005381471); Nichols, Peter D. (7102273232)",7103051522; 7006288139; 7005381471; 7102273232,Antarctic fur seals foraging in the Polar Frontal Zone: Inter-annual shifts in diet as shown from fecal and fatty acid analyses,2002,Marine Ecology Progress Series,245,,,281,297,0,94,10.3354/meps245281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037132723&doi=10.3354%2Fmeps245281&partnerID=40&md5=91a371a6c6fc5031c5cfcd1b5937570d,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0037132723
403,"S.A., Robinson, Sue A.; S.D., Goldsworthy, Simon David; J., van den Hoff, John; M.A., Hindell, M. A.","Robinson, Sue A. (7402673879); Goldsworthy, Simon David (7003484431); van den Hoff, John (7003515077); Hindell, M. A. (7003704772)",7402673879; 7003484431; 7003515077; 7003704772,"The foraging ecology of two sympatric fur seal species, Arctocephalus gazella and Arctocephalus tropicalis, at Macquarie Island during the austral summer",2002,Marine and Freshwater Research,53,7,,1071,1082,0,57,10.1071/MF01218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036994090&doi=10.1071%2FMF01218&partnerID=40&md5=2c674a66ad2ce26c408c158126f3ef98,Article,Final,,Scopus,2-s2.0-0036994090
404,"E.R., Barrera-Oro, Esteban R.","Barrera-Oro, Esteban R. (56175611700)",56175611700,The role of fish in the Antarctic marine food web: Differences between inshore and offshore waters in the southern Scotia Arc and west Antarctic Peninsula,2002,Antarctic Science,14,4,,293,309,0,149,10.1017/S0954102002000111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036925101&doi=10.1017%2FS0954102002000111&partnerID=40&md5=55d186073a8f791eab40fb680f22b077,Review,Final,,Scopus,2-s2.0-0036925101
405,"K., Uchikawa, Kazuhisa; O., Yamamura, Orio; D., Kitagawa, Daiji; Y., Sakurai, Yasunori","Uchikawa, Kazuhisa (7005801454); Yamamura, Orio (55892678800); Kitagawa, Daiji (9633075100); Sakurai, Yasunori (7402026119)",7005801454; 55892678800; 9633075100; 7402026119,"Diet of the mesopelagic fish Notoscopelus japonicus (Family: Myctophidae) associated with the continental slope off the Pacific coast of Honshu, Japan",2002,Fisheries Science,68,5,,1034,1040,0,11,10.1046/j.1444-2906.2002.00529.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036775679&doi=10.1046%2Fj.1444-2906.2002.00529.x&partnerID=40&md5=b6b531738300bd5dd4e7b4de4159834b,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0036775679
406,"G.V., Zuyev, German V.; C.M., Nigmatullin, Ch M.; M.V., Chesalin, Mikhail V.; K.N., Nesis, Kir N.","Zuyev, German V. (57221386633); Nigmatullin, Ch M. (6603648064); Chesalin, Mikhail V. (55681909300); Nesis, Kir N. (6701494643)",57221386633; 6603648064; 55681909300; 6701494643,Main results of long-term worldwide studies on tropical nektonic oceanic squid genus Sthenoteuthis: An overview of the Soviet investigations,2002,Bulletin of Marine Science,71,2,,1019,1060,0,82,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038374965&partnerID=40&md5=109b0d147c215a59975b42fccb6b7e17,Conference paper,Final,,Scopus,2-s2.0-0038374965
407,"M., Tierney, Megan; M.A., Hindell, M. A.; S.D., Goldsworthy, Simon David","Tierney, Megan (7102518123); Hindell, M. A. (7003704772); Goldsworthy, Simon David (7003484431)",7102518123; 7003704772; 7003484431,Energy content of mesopelagic fish from Macquarie island,2002,Antarctic Science,14,3,,225,230,0,36,10.1017/S0954102002000020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036727029&doi=10.1017%2FS0954102002000020&partnerID=40&md5=1059236a2fea7b3450663dc4dadf81a8,Article,Final,,Scopus,2-s2.0-0036727029
408,"M., Gauthier-Clerc, Michel; Y., Le Maho, Yvon; Y., Clerquin, Yannick; C.A., Bost, Charles André; Y., Handrich, Yves","Gauthier-Clerc, Michel (6603971273); Le Maho, Yvon (7006131359); Clerquin, Yannick (6507226084); Bost, Charles André (7004165590); Handrich, Yves (6701899485)",6603971273; 7006131359; 6507226084; 7004165590; 6701899485,Seabird reproduction in an unpredictable environment: How King penguins provide their young chicks with food,2002,Marine Ecology Progress Series,237,,,291,300,0,30,10.3354/meps237291,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037130153&doi=10.3354%2Fmeps237291&partnerID=40&md5=9d6e11a3c3f4ae2b07a6aeedb783aac2,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0037130153
409,"H., Watanabe, Hikaru; K., Kawaguchi, Kouichi; A., Hayashi, Amane","Watanabe, Hikaru (24531981800); Kawaguchi, Kouichi (35575801200); Hayashi, Amane (7202111103)",24531981800; 35575801200; 7202111103,Feeding habits of juvenile surface-migratory myctophid fishes (family Myctophidae) in the Kuroshio region of the western North Pacific,2002,Marine Ecology Progress Series,236,,,263,272,0,61,10.3354/meps236263,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037014402&doi=10.3354%2Fmeps236263&partnerID=40&md5=e2af6f6b0ddc2fb5a608f16b66f05f27,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0037014402
410,"Y., Chérel, Yves; P., Bocher, Pierrick; C., Trouvé, Colette; H., Weimerskirch, Henri","Chérel, Yves (7006288139); Bocher, Pierrick (6603058947); Trouvé, Colette (6602542968); Weimerskirch, Henri (56213156300)",7006288139; 6603058947; 6602542968; 56213156300,"Diet and feeding ecology of blue petrels Halobaena caerulea at Iles Kerguelen, Southern Indian Ocean",2002,Marine Ecology Progress Series,228,,,283,299,0,84,10.3354/meps228283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037029051&doi=10.3354%2Fmeps228283&partnerID=40&md5=46b8012aaba6db9eb9b8b8702d4cd3e7,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0037029051
411,"S.D., Goldsworthy, Simon David; M.E., Lewis, Mark E.; R.W., Williams, Richard W.; X., He, X.; J.W., Young, Jock W.; J., van den Hoff, John","Goldsworthy, Simon David (7003484431); Lewis, Mark E. (55472833700); Williams, Richard W. (56140901600); He, X. (7404408729); Young, Jock W. (7408525707); van den Hoff, John (7003515077)",7003484431; 55472833700; 56140901600; 7404408729; 7408525707; 7003515077,"Diet of Patagonian toothfish (Dissostichus eleginoides) around Macquarie Island, South Pacific Ocean",2002,Marine and Freshwater Research,53,1,,49,57,0,40,10.1071/MF00075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036172837&doi=10.1071%2FMF00075&partnerID=40&md5=42b77b75926ae39ac6ca110930c76b04,Article,Final,,Scopus,2-s2.0-0036172837
412,"C.A., Bost, Charles André; T., Zorn, Thierry; Y., Le Maho, Yvon; G., Duhamel, Guy","Bost, Charles André (7004165590); Zorn, Thierry (35583485000); Le Maho, Yvon (7006131359); Duhamel, Guy (7102858141)",7004165590; 35583485000; 7006131359; 7102858141,Feeding of diving predators and diel vertical migration of prey: King penguins' diet versus trawl sampling at Kerguelen Islands,2002,Marine Ecology Progress Series,227,,,51,61,0,86,10.3354/meps227051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037070115&doi=10.3354%2Fmeps227051&partnerID=40&md5=f6f524c2e9761339df38f4e413f01913,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0037070115
413,"H.R., Burton, Harry R.; J., van den Hoff, John","Burton, Harry R. (36882977400); van den Hoff, John (7003515077)",36882977400; 7003515077,Humans and the southern elephant seal Mirounga leonina,2002,Australian Mammalogy,24,1,,127,139,0,22,10.1071/AM02127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983504828&doi=10.1071%2FAM02127&partnerID=40&md5=00a79b0df50bfbc3fa6737ea414d4465,Article,Final,,Scopus,2-s2.0-84983504828
414,"Y., Chérel, Yves; K., Pütz, Klemens; K.A., Hobson, Keith A.","Chérel, Yves (7006288139); Pütz, Klemens (7003329577); Hobson, Keith A. (7102130230)",7006288139; 7003329577; 7102130230,"Summer diet of king penguins “Aptenodytes patagonicus” at the Falkland Islands, southern Atlantic Ocean",2002,Polar Biology,25,12,,898,906,0,50,10.1007/s00300-002-0419-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036938347&doi=10.1007%2Fs00300-002-0419-2&partnerID=40&md5=22eb2b08ad6a89d27acdbb4894efb673,Article,Final,,Scopus,2-s2.0-0036938347
415,"P., Quillfeldt, Petra","Quillfeldt, Petra (6701711639)",6701711639,"Seasonal and annual variation in the diet of breeding and non-breeding Wilson's storm-petrels on King George Island, South Shetland Islands",2002,Polar Biology,25,3,,216,221,0,37,10.1007/s00300-001-0332-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036931840&doi=10.1007%2Fs00300-001-0332-0&partnerID=40&md5=ba1ca807070cc01ebe420ad8ee49068d,Article,Final,,Scopus,2-s2.0-0036931840
416,"M.A., Lea, Mary Anne; P.D., Nichols, Peter D.; G., Wilson, Gareth","Lea, Mary Anne (7103051522); Nichols, Peter D. (7102273232); Wilson, Gareth (7404529797)",7103051522; 7102273232; 7404529797,Fatty acid composition of lipid-rich myctophids and mackerel icefish (Champsocephalus gunnari) - Southern Ocean food-web implications,2002,Polar Biology,25,11,,843,854,0,101,10.1007/s00300-002-0428-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036923272&doi=10.1007%2Fs00300-002-0428-1&partnerID=40&md5=1ff63d3ad150f043f12df666b610e7b2,Article,Final,,Scopus,2-s2.0-0036923272
417,"M., Moku, Masatoshi; K., Hidaka, Kiyotaka","Moku, Masatoshi (56617069300); Hidaka, Kiyotaka (7101963083)",56617069300; 7101963083,Predation on zooplankton by micronekton,2002,Bulletin of the Plankton Society of Japan,49,1,,52,60,0,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036115882&partnerID=40&md5=29295d4e2bbc788875cf4a04abc80a6f,Article,Final,,Scopus,2-s2.0-0036115882
418,"J.P., Granadeiro, José P.; L.R., Monteiro, Luís Rocha; M.C., Silva, Mónica C.; R.W., Furness, Robert W.","Granadeiro, José P. (6603758245); Monteiro, Luís Rocha (7103010474); Silva, Mónica C. (7403410354); Furness, Robert W. (7103164978)",6603758245; 7103010474; 7403410354; 7103164978,"Diet of Common Terns in the Azores, Northeast Atlantic",2002,Waterbirds,25,2,,149,155,0,21,10.1675/1524-4695(2002)025[0149:doctit]2.0.co;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036071437&doi=10.1675%2F1524-4695%282002%29025%5B0149%3Adoctit%5D2.0.co%3B2&partnerID=40&md5=35d935d52df716f2bcecbeabe248d567,Article,Final,,Scopus,2-s2.0-0036071437
419,"A., Williams, Alan; J.A., Koslow, Julian Anthony; A., Terauds, Aleks; K.A., Haskard, Kathryn A.","Williams, Alan (8274985300); Koslow, Julian Anthony (7003634325); Terauds, Aleks (8395073800); Haskard, Kathryn A. (6603479351)",8274985300; 7003634325; 8395073800; 6603479351,"Feeding ecology of five fishes from the mid-slope micronekton community off southern Tasmania, Australia",2001,Marine Biology,139,6,,1177,1192,0,70,10.1007/s002270100671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035688123&doi=10.1007%2Fs002270100671&partnerID=40&md5=2695278d93a304d1601960371a398679,Article,Final,,Scopus,2-s2.0-0035688123
420,"M., Moteki, Masato; M., Arai, Masumi; K., Tsuchiya, Kotaro; H., Okamoto, Hiroaki","Moteki, Masato (55939818400); Arai, Masumi (18039226400); Tsuchiya, Kotaro (12646117600); Okamoto, Hiroaki (55451481900)",55939818400; 18039226400; 12646117600; 55451481900,Composition of piscine prey in the diet of large pelagic fish in the eastern tropical Pacific Ocean,2001,Fisheries Science,67,6,,1063,1074,0,81,10.1046/j.1444-2906.2001.00362.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035675213&doi=10.1046%2Fj.1444-2906.2001.00362.x&partnerID=40&md5=f31e040395fe6874993549f9c497f453,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0035675213
421,"A.C., Gaskett, A. C.; C.M., Bulman, C. M.; X., He, X.; S.D., Goldsworthy, Simon David","Gaskett, A. C. (6507815017); Bulman, C. M. (6701445439); He, X. (7404408729); Goldsworthy, Simon David (7003484431)",6507815017; 6701445439; 7404408729; 7003484431,"Diet composition and guild structure of mesopelagic and bathypelagic fishes near Macquarie Island, Australia",2001,New Zealand Journal of Marine and Freshwater Research,35,3,,469,476,0,50,10.1080/00288330.2001.9517016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035707812&doi=10.1080%2F00288330.2001.9517016&partnerID=40&md5=a4af759c0d0acec5e85676189d9b55f7,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0035707812
422,"S.D., Goldsworthy, Simon David; X., He, X.; G.N., Tuck, Geoffrey Neil; M.E., Lewis, Mark E.; R.W., Williams, Richard W.","Goldsworthy, Simon David (7003484431); He, X. (59852597800); Tuck, Geoffrey Neil (6701797338); Lewis, Mark E. (55472833700); Williams, Richard W. (56140901600)",7003484431; 59852597800; 6701797338; 55472833700; 56140901600,"Trophic interactions between the Patagonian toothfish, its fishery, and seals and seabirds around Macquarie Island",2001,Marine Ecology Progress Series,218,,,283,302,0,54,10.3354/meps218283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035920394&doi=10.3354%2Fmeps218283&partnerID=40&md5=2a048bbf8fb3152d693df5aa1f8458d5,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0035920394
423,"D.C., Nel, Deon C.; J.R.E., Lutjeharms, Johann R.E.; E.A., Pakhomov, Evgeny A.; I.J., Ansorge, Isabelle Jane; P.G., Ryan, Peter G.; N.T.W., Klages, Norbert T.W.","Nel, Deon C. (56586384500); Lutjeharms, Johann R.E. (7006115745); Pakhomov, Evgeny A. (7006796484); Ansorge, Isabelle Jane (6701706932); Ryan, Peter G. (7402920679); Klages, Norbert T.W. (6701489821)",56586384500; 7006115745; 7006796484; 6701706932; 7402920679; 6701489821,Exploitation of mesoscale oceanographic features by grey-headed albatross Thalassarche chrysostoma in the southern Indian Ocean,2001,Marine Ecology Progress Series,217,,,15,26,0,176,10.3354/meps217015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035979216&doi=10.3354%2Fmeps217015&partnerID=40&md5=ec75dfb5935126929b8271c65b69addb,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0035979216
424,"K.L., Phillips, Katrina L.; G.D., Jackson, George D.; P.D., Nichols, Peter D.","Phillips, Katrina L. (7201518153); Jackson, George D. (7402321250); Nichols, Peter D. (7102273232)",7201518153; 7402321250; 7102273232,Predation on myctophids by the squid Moroteuthis ingens around Macquarie and Heard Islands: Stomach contents and fatty acid analyses,2001,Marine Ecology Progress Series,215,,,179,189,0,115,10.3354/meps215179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035978267&doi=10.3354%2Fmeps215179&partnerID=40&md5=60fe3793c3fa5333fafb153db7e16367,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0035978267
425,"M., Butler, Mari; S.M., Bollens, Stephen M.; B., Burkhalter, Brenda; L.P., Madin, Laurence P.; E.F., Horgan, Erich F.","Butler, Mari (36478284800); Bollens, Stephen M. (7003631649); Burkhalter, Brenda (6603678806); Madin, Laurence P. (6701615897); Horgan, Erich F. (6602577979)",36478284800; 7003631649; 6603678806; 6701615897; 6602577979,"Mesopelagic fishes of the Arabian Sea: Distribution, abundance and diet of Chauliodus pammelas, Chauliodus sloani, Stomias affinis, and Stomias nebulosus",2001,Deep-Sea Research Part II: Topical Studies in Oceanography,48,6-Jul,,1369,1383,0,41,10.1016/S0967-0645(00)00143-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035081288&doi=10.1016%2FS0967-0645%2800%2900143-0&partnerID=40&md5=45c7762f0f739a896dfc5454a0a321d5,Article,Final,,Scopus,2-s2.0-0035081288
426,"S., Takahashi, Shin; S., Tanabe, Shinsuke; K., Kawaguchi, Kouichi","Takahashi, Shin (7407713609); Tanabe, Shinsuke (7401677757); Kawaguchi, Kouichi (35575801200)",7407713609; 7401677757; 35575801200,Organochlorine and butyltin residues in mesopelagic myctophid fishes from the western North Pacific,2000,Environmental Science and Technology,34,24,,5129,5136,0,64,10.1021/es991446m,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034671687&doi=10.1021%2Fes991446m&partnerID=40&md5=8004d8ee1d968a58d80d875e96e05987,Article,Final,,Scopus,2-s2.0-0034671687
427,"M., Moku, Masatoshi; K., Kawaguchi, Kouichi; H., Watanabe, Hikaru; A., Ohno, Akinori","Moku, Masatoshi (56617069300); Kawaguchi, Kouichi (35575801200); Watanabe, Hikaru (24531981800); Ohno, Akinori (7102736653)",56617069300; 35575801200; 24531981800; 7102736653,"Feeding habits of three dominant mytophid fishes, Diaphus theta, Stenobrachius leucopsarus and S. nannochir, in the subarctic and transitional waters of the western North Pacific",2000,Marine Ecology Progress Series,207,,,129,140,0,119,10.3354/meps207129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034703788&doi=10.3354%2Fmeps207129&partnerID=40&md5=327e3f374e81f19a81060c54c7fe0721,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0034703788
428,"G.D., Jackson, George D.; N.G., Buxton, Nicole G.; M.J.A., George, Magnus J.A.","Jackson, George D. (7402321250); Buxton, Nicole G. (7005410987); George, Magnus J.A. (7401952387)",7402321250; 7005410987; 7401952387,Diet of the southern opah Lampris immaculatus on the Patagonian Shelf; the significance of the squid Moroteuthis ingens and anthropogenic plastic,2000,Marine Ecology Progress Series,206,,,261,271,0,69,10.3354/meps206261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034602027&doi=10.3354%2Fmeps206261&partnerID=40&md5=bd5129c361fe0d7a9f7bf848f67e0d10,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0034602027
429,"D., Rissik, David; I.M., Suthers, Iain M.","Rissik, David (6602721133); Suthers, Iain M. (7003886511)",6602721133; 7003886511,Enhanced feeding by pelagic juvenile myctophid fishes within a region of island-induced flow disturbance in the Coral Sea,2000,Marine Ecology Progress Series,203,,,263,273,0,28,10.3354/meps203263,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034683615&doi=10.3354%2Fmeps203263&partnerID=40&md5=5bcc896d884c80593d78023ef10168f3,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0034683615
430,"J.Y., Georges, Jean Yves; F., Bonadonna, Francesco; C.R., Guinet, Christophe R.","Georges, Jean Yves (7102484385); Bonadonna, Francesco (35563956300); Guinet, Christophe R. (7005381471)",7102484385; 35563956300; 7005381471,Foraging habitat and diving activity of lactating Subantarctic fur seals in relation to sea-surface temperatures at Amsterdam Island,2000,Marine Ecology Progress Series,196,,,291,304,0,69,10.3354/meps196291,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034681986&doi=10.3354%2Fmeps196291&partnerID=40&md5=faed02bfb07db0a6c778671e7efb0dbf,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0034681986
431,"J.J., Heymans, Johanna Jacomina; D., Baird, D.","Heymans, Johanna Jacomina (6602288929); Baird, D. (7202709621)",6602288929; 7202709621,"A carbon flow model and network analysis of the northern Benguela upwelling system, Namibia",2000,Ecological Modelling,126,1,,9,32,0,82,10.1016/S0304-3800(99)00192-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034141255&doi=10.1016%2FS0304-3800%2899%2900192-1&partnerID=40&md5=84b75cdb5bdaa3abc5cefbdb6b14b793,Article,Final,,Scopus,2-s2.0-0034141255
432,"C., González, Concepción; I., Bruno, Isabel; J., Paz, Javier","González, Concepción (57218960453); Bruno, Isabel (7003982561); Paz, Javier (6507552937)",57218960453; 7003982561; 6507552937,Food and feeding of deep-sea redfish (Sebastes mentella Travin) in the North Atlantic,2000,NAFO Scientific Council Studies,,33,,89,101,0,15,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17544401317&partnerID=40&md5=e59f001558fdddb9e191f22d17c0bf89,Article,Final,,Scopus,2-s2.0-17544401317
